date,ticker,predicted_return,actual_return
2023-11-07,DLTA.zw,0.0035671254,0.0
2023-11-07,DZL.zw,0.029024094,-0.1055555555555554
2023-11-07,ECO.zw,0.003763407,-0.0062111801242235
2023-11-07,OKZ.zw,-0.00036256202,0.0625
2023-11-07,SEED.zw,0.003069238,0.0
2023-11-08,AFDIS.zw,-0.0055368887,-0.5
2023-11-08,BAT.zw,0.0034925542,0.0
2023-11-08,CAFCA.zw,0.0037379572,0.5
2023-11-08,CBZ.zw,0.006244392,0.0
2023-11-08,DLTA.zw,0.010977298,0.0
2023-11-08,DZL.zw,0.018236903,-0.4999999999999999
2023-11-08,ECO.zw,0.0026821727,0.4999999999999995
2023-11-08,OKZ.zw,0.0040421016,0.0
2023-11-08,SEED.zw,0.010981498,-0.5
2023-11-09,AFDIS.zw,0.004140708,0.5000000000000002
2023-11-09,BAT.zw,0.029854137,-0.0532544378698225
2023-11-09,CAFCA.zw,0.0036860597,-0.0624999999999998
2023-11-09,CBZ.zw,0.00038004178,-0.0006666666666667
2023-11-09,DLTA.zw,0.0034800032,-0.5
2023-11-09,DZL.zw,-0.004769855,0.5000000000000002
2023-11-09,ECO.zw,0.0053181006,0.0
2023-11-09,OKZ.zw,-0.010738638,0.0
2023-11-09,SEED.zw,0.0037663132,-0.5
2023-11-10,AFDIS.zw,0.0041891723,0.0
2023-11-10,BAT.zw,0.0035268564,0.0
2023-11-10,CAFCA.zw,0.003803566,0.0
2023-11-10,CBZ.zw,0.0023883334,0.5
2023-11-10,DLTA.zw,0.0082779005,-0.05
2023-11-10,DZL.zw,0.026340965,0.0
2023-11-10,ECO.zw,0.027082246,-0.0225563909774436
2023-11-10,OKZ.zw,0.003538315,-0.0077307692307692
2023-11-10,SEED.zw,0.0036064626,3.876119229406783e-05
2023-11-13,AFDIS.zw,0.0029256009,-0.5
2023-11-13,BAT.zw,0.0035057396,0.0
2023-11-13,CAFCA.zw,0.0034149254,0.5
2023-11-13,CBZ.zw,0.004032952,-0.0163934426229508
2023-11-13,DLTA.zw,0.0076040197,-0.0416666666666668
2023-11-13,DZL.zw,0.011509315,-0.5
2023-11-13,ECO.zw,0.0025330966,0.0
2023-11-13,OKZ.zw,0.004080378,0.5000000000000002
2023-11-13,SEED.zw,0.004070582,-4.545661166410753e-05
2023-11-14,AFDIS.zw,0.008891667,-0.4999999999999999
2023-11-14,BAT.zw,0.0074618324,0.5
2023-11-14,CAFCA.zw,0.014493703,0.0
2023-11-14,CBZ.zw,0.013496715,-0.5
2023-11-14,DLTA.zw,0.0027292334,0.0
